id,date,region,temperature_min,temperature_max,precipitation_mm,humidite_relative,vitesse_vent_kmh,direction_vent,pression_hpa,insolation_h
1159,2021-08-20,Sahel,23.6,37.2,42.0,67,16.3,SE,1010.0,9.0
1160,2021-08-20,Sud-Ouest,22.7,31.3,8.1,85,20.8,SW,1014.1,9.3
1161,2021-08-21,Centre,23.6,30.6,0.2,78,25.0,SW,1012.2,8.0
1162,2021-08-21,Nord,24.3,35.4,0.5,73,10.7,S,1012.9,5.7
1163,2021-08-21,Est,24.7,36.4,30.1,75,14.9,SE,1020.0,9.0
1164,2021-08-21,Sahel,24.8,37.9,2.1,69,6.9,S,1016.5,6.7
1165,2021-08-21,Sud-Ouest,16.6,32.4,25.3,89,20.1,SW,1014.2,8.0
1166,2021-08-22,Centre,23.4,34.1,52.6,78,20.6,S,1019.2,8.3
1167,2021-08-22,Nord,26.4,32.5,0.9,69,17.9,SW,1011.1,8.4
1168,2021-08-22,Est,22.3,35.9,28.8,82,19.1,S,1013.3,7.2
1169,2021-08-22,Sahel,26.6,38.6,3.4,72,6.4,S,1018.0,8.8
1170,2021-08-22,Sud-Ouest,21.3,32.5,1.9,81,10.3,S,1019.1,7.7
1171,2021-08-23,Centre,23.5,31.3,0.0,86,20.0,SW,1016.6,7.3
1172,2021-08-23,Nord,25.0,36.2,59.3,67,13.4,SW,1015.0,5.2
1173,2021-08-23,Est,22.9,35.0,70.3,76,21.0,SE,1013.4,6.9
1174,2021-08-23,Sahel,25.6,38.6,43.1,65,11.6,S,1011.0,6.4
1175,2021-08-23,Sud-Ouest,20.3,33.1,32.2,90,10.3,SE,1012.4,8.3
1176,2021-08-24,Centre,23.7,33.5,81.1,86,6.2,SW,1010.0,8.1
1177,2021-08-24,Nord,25.2,35.8,40.8,70,12.2,S,1014.9,7.6
1178,2021-08-24,Est,21.3,37.5,0.0,75,13.8,S,1010.0,8.2
1179,2021-08-24,Sahel,27.8,40.1,3.1,71,18.0,SE,1013.9,8.1
1180,2021-08-24,Sud-Ouest,21.2,30.1,4.7,86,14.1,SE,1016.0,6.5
1181,2021-08-25,Centre,24.6,34.4,55.5,75,11.7,SW,1012.6,6.6
1182,2021-08-25,Nord,23.7,38.9,40.2,72,13.8,SE,1014.9,8.2
1183,2021-08-25,Est,22.1,38.8,1.2,81,7.9,SE,1017.0,6.9
1184,2021-08-25,Sahel,25.6,37.0,1.9,66,5.0,SW,1017.7,6.5
1185,2021-08-25,Sud-Ouest,21.3,33.4,5.4,84,11.5,S,1014.2,9.4
1186,2021-08-26,Centre,21.3,32.9,70.5,79,6.9,S,1016.7,8.9
1187,2021-08-26,Nord,21.4,37.3,6.8,68,12.6,S,1010.0,8.5
1188,2021-08-26,Est,24.8,36.2,3.4,75,17.8,S,1020.0,9.6
1189,2021-08-26,Sahel,23.3,36.7,0.5,67,9.2,S,1019.7,7.1
1190,2021-08-26,Sud-Ouest,23.6,30.5,58.8,90,8.2,S,1017.3,8.3
1191,2021-08-27,Centre,22.6,31.4,68.8,77,23.2,S,1015.7,7.5
1192,2021-08-27,Nord,26.1,39.1,0.0,72,16.5,SE,1015.2,8.8
1193,2021-08-27,Est,23.5,32.5,19.3,71,21.4,SW,1010.0,6.6
1194,2021-08-27,Sahel,23.7,40.5,34.6,67,20.7,SE,1013.9,6.5
1195,2021-08-27,Sud-Ouest,21.8,34.3,4.8,84,5.8,S,1010.0,7.3
1196,2021-08-28,Centre,22.0,34.5,2.7,78,18.0,S,1011.2,6.3
1197,2021-08-28,Nord,22.6,37.0,2.8,71,9.6,S,1011.9,6.5
1198,2021-08-28,Est,23.9,33.7,70.5,68,22.0,SE,1010.0,6.6
1199,2021-08-28,Sahel,28.0,34.1,1.0,68,20.7,S,1017.8,9.1
1200,2021-08-28,Sud-Ouest,20.0,33.7,1.9,85,12.0,S,1011.3,7.7
1201,2021-08-29,Centre,22.6,32.3,0.0,73,7.8,S,1017.8,8.3
1202,2021-08-29,Nord,24.2,37.4,0.5,69,21.4,S,1013.4,6.6
1203,2021-08-29,Est,23.6,35.0,15.4,81,22.2,SW,1016.1,8.9
1204,2021-08-29,Sahel,24.2,36.8,24.1,61,5.0,SW,1011.9,7.8
1205,2021-08-29,Sud-Ouest,21.2,30.1,16.1,86,14.4,S,1016.2,9.1
1206,2021-08-30,Centre,21.3,37.8,6.7,79,18.0,SW,1012.9,7.3
1207,2021-08-30,Nord,24.4,37.7,0.0,71,12.1,SE,1015.1,6.9
1208,2021-08-30,Est,24.3,36.9,3.7,71,15.2,SW,1019.6,8.5
1209,2021-08-30,Sahel,26.0,42.0,6.5,66,10.5,SE,1010.5,6.4
1210,2021-08-30,Sud-Ouest,24.7,33.6,0.2,85,5.1,SE,1014.7,7.4
1211,2021-08-31,Centre,23.6,35.0,0.0,75,8.0,SW,1019.7,8.3
1212,2021-08-31,Nord,24.1,36.9,3.8,65,19.8,SE,1015.9,9.5
1213,2021-08-31,Est,25.4,35.7,0.0,76,7.1,SW,1019.9,6.0
1214,2021-08-31,Sahel,27.2,36.7,12.7,70,9.8,SW,1018.3,8.6
1215,2021-08-31,Sud-Ouest,23.3,30.7,38.9,85,19.0,SW,1012.9,8.7
1216,2021-09-01,Centre,22.3,35.1,3.8,71,20.0,SW,1015.8,8.4
1217,2021-09-01,Nord,24.4,37.5,0.9,68,19.0,SW,1014.0,8.3
1218,2021-09-01,Est,22.8,34.8,1.8,75,16.4,SE,1014.6,8.4
1219,2021-09-01,Sahel,23.2,35.3,0.0,72,23.6,SW,1010.0,9.3
1220,2021-09-01,Sud-Ouest,23.4,32.3,3.0,85,15.6,SE,1016.0,6.4
1221,2021-09-02,Centre,23.0,34.2,2.7,78,15.3,SW,1013.1,9.7
1222,2021-09-02,Nord,24.2,36.1,3.4,66,5.4,SE,1016.7,9.1
1223,2021-09-02,Est,22.3,29.2,2.8,71,5.9,S,1014.3,9.6
1224,2021-09-02,Sahel,23.9,35.3,0.0,62,19.6,S,1016.2,6.6
1225,2021-09-02,Sud-Ouest,19.5,29.8,3.2,87,13.8,SE,1019.3,8.3
1226,2021-09-03,Centre,23.0,38.1,1.3,73,25.0,SE,1012.0,8.7
1227,2021-09-03,Nord,24.2,34.2,3.7,74,15.4,SE,1015.8,8.5
1228,2021-09-03,Est,23.2,32.8,6.1,77,19.3,S,1016.5,9.9
1229,2021-09-03,Sahel,24.1,36.8,0.0,67,15.4,S,1010.6,7.0
1230,2021-09-03,Sud-Ouest,21.9,33.2,5.2,88,17.2,SW,1015.0,7.1
1231,2021-09-04,Centre,25.2,34.3,2.9,75,15.5,SE,1015.8,9.2
1232,2021-09-04,Nord,24.8,33.4,11.0,67,7.1,S,1017.5,9.6
1233,2021-09-04,Est,22.8,33.0,0.0,72,8.1,SW,1014.1,9.3
1234,2021-09-04,Sahel,27.4,37.0,0.0,60,17.5,SW,1014.4,7.9
1235,2021-09-04,Sud-Ouest,20.8,32.2,0.1,86,18.4,SE,1011.5,7.2
1236,2021-09-05,Centre,21.5,33.1,0.0,78,14.2,SE,1013.4,7.3
1237,2021-09-05,Nord,24.2,37.5,1.1,67,7.9,SE,1016.1,8.0
1238,2021-09-05,Est,22.1,34.8,37.8,76,15.7,SW,1012.5,8.5
1239,2021-09-05,Sahel,23.5,35.3,0.0,68,5.0,SE,1018.0,8.4
1240,2021-09-05,Sud-Ouest,21.2,30.4,4.8,90,20.1,SE,1014.7,6.9
1241,2021-09-06,Centre,23.3,33.4,25.5,79,19.3,S,1016.3,9.1
1242,2021-09-06,Nord,25.2,32.1,0.7,69,13.6,SE,1014.4,9.6
1243,2021-09-06,Est,21.5,35.2,1.2,74,17.5,SE,1011.6,8.8
1244,2021-09-06,Sahel,23.9,38.8,0.0,66,10.6,SE,1013.0,10.2
1245,2021-09-06,Sud-Ouest,25.1,35.7,5.1,84,23.6,S,1014.9,9.2
1246,2021-09-07,Centre,23.9,35.7,2.3,74,5.0,SE,1015.4,7.9
1247,2021-09-07,Nord,23.0,35.1,11.5,65,7.0,SE,1012.3,8.8
1248,2021-09-07,Est,25.2,33.8,2.2,73,9.3,S,1011.6,7.2
1249,2021-09-07,Sahel,27.4,35.9,1.5,71,18.5,SW,1016.3,8.3
1250,2021-09-07,Sud-Ouest,21.7,29.0,82.7,84,6.1,S,1016.3,7.5
1251,2021-09-08,Centre,22.5,35.1,6.1,75,14.0,S,1017.6,8.2
1252,2021-09-08,Nord,25.1,32.8,0.0,71,16.4,SE,1016.9,9.4
1253,2021-09-08,Est,23.0,34.0,37.0,75,19.3,SW,1014.0,8.1
1254,2021-09-08,Sahel,25.5,33.3,2.9,65,20.3,SW,1016.8,9.0
1255,2021-09-08,Sud-Ouest,22.4,32.6,0.0,87,17.8,SW,1017.5,8.8
1256,2021-09-09,Centre,21.5,34.5,0.9,75,9.9,S,1012.0,7.3
1257,2021-09-09,Nord,24.1,33.8,36.3,68,15.7,S,1011.7,9.5
1258,2021-09-09,Est,23.0,35.4,0.0,76,9.9,SE,1010.9,9.6
1259,2021-09-09,Sahel,25.2,36.9,1.8,69,6.5,SW,1011.8,7.5
1260,2021-09-09,Sud-Ouest,20.0,33.1,1.1,84,16.7,SE,1020.0,9.2
1261,2021-09-10,Centre,22.3,34.6,78.3,72,19.8,SE,1013.9,7.9
1262,2021-09-10,Nord,23.2,31.1,1.2,67,19.2,SE,1010.0,8.7
1263,2021-09-10,Est,23.5,36.7,3.5,77,20.4,S,1012.7,7.5
1264,2021-09-10,Sahel,23.8,41.7,0.9,62,9.7,SW,1014.6,8.1
1265,2021-09-10,Sud-Ouest,21.9,32.3,2.2,85,5.0,S,1015.9,7.1
1266,2021-09-11,Centre,23.9,31.4,1.3,74,11.8,SW,1019.2,9.0
1267,2021-09-11,Nord,24.8,35.9,1.4,69,13.4,S,1010.6,8.3
1268,2021-09-11,Est,22.7,36.6,1.8,80,15.9,S,1015.6,8.9
1269,2021-09-11,Sahel,26.2,37.4,41.8,62,18.3,SW,1012.0,7.8
1270,2021-09-11,Sud-Ouest,20.4,32.3,2.2,85,6.7,S,1020.0,8.6
1271,2021-09-12,Centre,21.3,36.2,0.0,76,9.9,SW,1010.3,8.3
1272,2021-09-12,Nord,23.9,36.9,1.9,73,12.2,SE,1014.3,9.3
1273,2021-09-12,Est,22.2,33.9,0.4,73,5.0,SE,1018.1,6.8
1274,2021-09-12,Sahel,26.5,37.0,34.9,64,6.3,S,1010.9,6.9
1275,2021-09-12,Sud-Ouest,21.3,34.4,0.0,84,13.1,SW,1020.0,6.0
1276,2021-09-13,Centre,24.0,34.2,64.9,76,9.6,S,1013.7,7.0
1277,2021-09-13,Nord,24.2,37.1,5.2,70,19.1,S,1017.4,9.0
1278,2021-09-13,Est,24.7,32.5,3.5,71,23.0,S,1013.8,9.0
1279,2021-09-13,Sahel,24.2,39.6,2.0,65,14.4,SW,1017.6,8.4
1280,2021-09-13,Sud-Ouest,21.5,32.4,4.6,85,20.2,SW,1019.9,9.2
1281,2021-09-14,Centre,21.5,37.0,1.3,76,18.5,SW,1011.4,8.1
1282,2021-09-14,Nord,24.3,35.7,2.7,70,13.2,SW,1010.2,9.5
1283,2021-09-14,Est,22.6,35.0,0.0,76,5.8,SE,1015.1,7.6
1284,2021-09-14,Sahel,27.5,33.7,5.8,67,14.5,SE,1018.1,8.4
1285,2021-09-14,Sud-Ouest,21.0,31.2,65.6,86,13.1,SW,1015.1,8.3
1286,2021-09-15,Centre,18.8,35.3,43.3,79,9.8,S,1016.5,8.9
1287,2021-09-15,Nord,25.1,33.4,48.2,65,13.5,SE,1020.0,7.1
1288,2021-09-15,Est,25.3,33.0,1.5,76,10.5,SE,1012.0,6.2
1289,2021-09-15,Sahel,23.5,31.7,0.1,60,14.4,SW,1013.9,9.1
1290,2021-09-15,Sud-Ouest,21.3,36.0,94.8,83,9.4,S,1016.8,8.7
1291,2021-09-16,Centre,22.2,30.2,8.1,77,11.1,SW,1011.3,8.4
1292,2021-09-16,Nord,22.1,34.0,50.3,61,15.2,SW,1015.2,9.2
1293,2021-09-16,Est,20.1,33.9,1.2,71,13.0,SW,1018.5,10.0
1294,2021-09-16,Sahel,22.9,35.1,0.0,65,7.8,SE,1014.4,8.8
1295,2021-09-16,Sud-Ouest,22.7,31.7,0.8,85,15.4,SW,1014.6,8.9
1296,2021-09-17,Centre,22.1,30.9,0.0,69,13.3,S,1010.0,7.8
1297,2021-09-17,Nord,24.6,35.8,0.7,66,20.4,S,1017.6,8.6
1298,2021-09-17,Est,23.8,31.5,4.1,76,16.4,SW,1010.0,7.9
1299,2021-09-17,Sahel,22.9,37.6,0.6,60,9.9,SE,1015.3,8.8
1300,2021-09-17,Sud-Ouest,19.9,29.8,100.7,86,18.6,S,1018.5,6.6
1301,2021-09-18,Centre,22.1,28.5,41.2,76,18.2,S,1016.8,7.0
1302,2021-09-18,Nord,23.8,33.1,24.0,63,19.4,SW,1016.3,7.0
1303,2021-09-18,Est,23.4,36.7,0.3,68,6.1,SW,1014.8,8.7
1304,2021-09-18,Sahel,24.8,38.6,40.8,59,18.5,SW,1011.1,8.5
1305,2021-09-18,Sud-Ouest,19.8,29.2,7.0,88,11.3,SW,1016.7,6.7
1306,2021-09-19,Centre,20.0,34.1,0.4,71,11.7,SW,1020.0,8.2
1307,2021-09-19,Nord,26.0,34.5,31.4,67,17.0,SW,1010.0,6.2
1308,2021-09-19,Est,22.3,33.9,66.4,71,20.3,S,1011.7,7.4
1309,2021-09-19,Sahel,25.4,37.5,0.2,65,5.0,SW,1016.1,10.2
1310,2021-09-19,Sud-Ouest,26.1,28.7,90.0,83,14.2,SW,1015.3,8.7
1311,2021-09-20,Centre,18.6,34.9,6.0,74,24.1,SW,1018.3,7.6
1312,2021-09-20,Nord,21.9,33.6,1.7,63,6.4,SW,1011.7,7.4
1313,2021-09-20,Est,22.5,37.8,4.7,69,5.4,S,1016.9,8.3
1314,2021-09-20,Sahel,23.0,35.2,14.5,67,11.7,SE,1019.1,8.8
1315,2021-09-20,Sud-Ouest,23.5,31.0,7.8,86,9.3,SW,1010.9,6.9
1316,2021-09-21,Centre,23.1,31.5,0.9,75,15.2,S,1019.5,9.4
1317,2021-09-21,Nord,22.7,36.7,3.0,65,13.9,SW,1010.0,8.9
1318,2021-09-21,Est,22.2,33.7,5.3,70,17.7,SE,1015.5,6.9
1319,2021-09-21,Sahel,24.2,34.6,47.2,63,9.3,SW,1015.4,8.4
1320,2021-09-21,Sud-Ouest,20.6,28.9,51.6,78,11.9,SW,1012.5,8.7
1321,2021-09-22,Centre,24.9,36.6,2.2,70,19.7,SW,1010.0,9.6
1322,2021-09-22,Nord,25.0,33.5,4.9,65,23.1,SW,1014.0,8.6
1323,2021-09-22,Est,22.2,33.9,4.2,69,17.5,SE,1013.7,7.8
1324,2021-09-22,Sahel,21.7,42.4,25.9,66,5.3,SW,1012.1,8.1
1325,2021-09-22,Sud-Ouest,20.2,30.5,0.1,79,7.9,S,1013.9,7.4
1326,2021-09-23,Centre,22.4,33.1,2.0,75,21.7,SE,1016.1,9.2
1327,2021-09-23,Nord,19.9,31.9,0.2,60,15.3,S,1014.1,9.4
1328,2021-09-23,Est,20.8,32.1,0.0,75,22.6,S,1013.5,7.8
1329,2021-09-23,Sahel,26.0,37.1,0.3,67,18.6,SE,1018.5,7.1
1330,2021-09-23,Sud-Ouest,23.0,34.2,2.9,80,14.6,SE,1016.4,6.6
1331,2021-09-24,Centre,20.4,32.5,4.7,75,19.0,SW,1018.7,9.2
1332,2021-09-24,Nord,24.5,33.9,61.4,62,19.2,SW,1013.4,8.1
1333,2021-09-24,Est,21.1,34.2,0.6,73,5.0,SW,1011.3,8.9
1334,2021-09-24,Sahel,25.9,37.6,0.7,63,9.0,S,1016.1,8.1
1335,2021-09-24,Sud-Ouest,18.1,34.1,4.2,86,24.7,SW,1013.4,8.2
1336,2021-09-25,Centre,22.2,32.9,6.9,72,15.3,SW,1013.0,8.1
1337,2021-09-25,Nord,25.3,32.5,49.7,72,15.6,SW,1015.3,8.2
1338,2021-09-25,Est,19.8,32.9,0.0,71,14.4,SW,1013.9,8.4
1339,2021-09-25,Sahel,28.0,36.7,5.5,63,10.4,S,1014.1,9.6
1340,2021-09-25,Sud-Ouest,20.4,33.3,1.1,83,12.7,SW,1013.4,7.7
1341,2021-09-26,Centre,21.4,31.3,74.0,71,15.8,SE,1018.9,9.0
1342,2021-09-26,Nord,22.6,37.7,2.0,67,25.0,SW,1017.8,8.8
1343,2021-09-26,Est,22.5,30.0,6.8,69,5.0,SW,1017.3,8.2
1344,2021-09-26,Sahel,24.3,31.9,29.5,60,6.7,SW,1015.5,9.2
1345,2021-09-26,Sud-Ouest,19.1,29.8,0.0,81,24.3,S,1014.1,8.6
1346,2021-09-27,Centre,21.8,30.5,63.3,71,17.9,SW,1011.9,9.9
1347,2021-09-27,Nord,28.3,33.7,56.1,66,24.0,S,1013.7,7.0
1348,2021-09-27,Est,20.5,34.7,7.7,72,10.1,SW,1020.0,9.6
1349,2021-09-27,Sahel,22.5,32.5,6.9,63,6.5,SW,1012.9,7.9
1350,2021-09-27,Sud-Ouest,21.5,31.9,0.0,73,11.9,S,1010.9,9.2
1351,2021-09-28,Centre,21.8,29.0,0.0,72,8.4,SE,1012.2,8.1
1352,2021-09-28,Nord,22.9,35.4,3.7,62,8.9,S,1019.8,7.9
1353,2021-09-28,Est,23.4,34.8,6.6,63,16.6,SW,1015.2,7.6
1354,2021-09-28,Sahel,23.5,34.7,1.0,62,23.8,SE,1012.3,8.5
1355,2021-09-28,Sud-Ouest,18.9,27.8,2.6,83,9.7,SE,1020.0,8.6
1356,2021-09-29,Centre,19.7,28.2,3.3,79,9.1,S,1011.9,8.7
1357,2021-09-29,Nord,23.3,35.2,4.8,65,17.6,S,1017.0,9.2
1358,2021-09-29,Est,19.6,32.0,2.0,69,16.6,SE,1018.0,8.2
1359,2021-09-29,Sahel,27.1,30.0,2.4,61,25.0,SE,1015.9,6.8
1360,2021-09-29,Sud-Ouest,18.2,26.5,5.0,78,15.6,S,1015.0,7.5
1361,2021-09-30,Centre,21.1,32.1,8.2,65,16.3,SW,1012.1,7.1
1362,2021-09-30,Nord,24.4,38.3,38.4,62,15.1,SW,1012.9,8.0
1363,2021-09-30,Est,20.6,32.3,0.5,73,5.0,SE,1015.1,7.0
1364,2021-09-30,Sahel,25.6,38.7,0.5,60,15.1,SE,1013.8,9.3
1365,2021-09-30,Sud-Ouest,21.5,29.4,8.0,82,16.2,SE,1016.1,8.8
1366,2021-10-01,Centre,23.0,30.2,4.3,74,10.0,SE,1014.5,8.8
1367,2021-10-01,Nord,24.1,37.6,2.0,58,23.3,SW,1015.7,9.2
1368,2021-10-01,Est,20.6,34.1,0.2,67,8.9,SE,1016.6,7.7
1369,2021-10-01,Sahel,25.1,36.2,3.8,63,15.5,SW,1016.0,8.5
1370,2021-10-01,Sud-Ouest,20.4,31.1,0.0,81,12.2,S,1019.2,7.0
1371,2021-10-02,Centre,23.3,30.9,4.8,70,9.2,S,1018.3,7.8
1372,2021-10-02,Nord,24.3,33.3,0.0,66,16.5,SW,1013.1,7.9
1373,2021-10-02,Est,21.2,32.2,3.8,68,16.4,S,1012.7,7.4
1374,2021-10-02,Sahel,21.7,39.4,2.4,60,23.7,S,1014.0,9.6
1375,2021-10-02,Sud-Ouest,20.1,31.5,1.2,82,13.6,SE,1014.8,8.2
1376,2021-10-03,Centre,21.6,29.4,1.0,71,9.4,SW,1020.0,9.8
1377,2021-10-03,Nord,24.7,33.5,1.9,63,14.4,S,1011.8,7.7
1378,2021-10-03,Est,21.7,33.1,3.9,74,6.7,SE,1015.1,8.8
1379,2021-10-03,Sahel,24.0,34.4,0.9,57,10.1,S,1017.5,8.4
1380,2021-10-03,Sud-Ouest,22.2,31.2,4.9,84,5.0,S,1015.1,7.5
1381,2021-10-04,Centre,20.6,30.4,0.1,73,21.0,S,1016.6,7.6
1382,2021-10-04,Nord,22.1,29.8,0.1,63,12.8,S,1020.0,8.6
1383,2021-10-04,Est,22.9,37.1,5.4,74,22.4,S,1011.9,9.5
1384,2021-10-04,Sahel,21.6,34.5,0.5,59,5.2,S,1012.1,9.6
1385,2021-10-04,Sud-Ouest,20.2,27.8,1.0,77,13.4,S,1016.8,9.1
1386,2021-10-05,Centre,22.5,32.7,8.4,69,5.0,SE,1015.8,7.5
1387,2021-10-05,Nord,21.6,32.6,0.0,61,13.0,SW,1018.2,9.7
1388,2021-10-05,Est,22.1,31.4,4.7,74,21.7,SE,1017.1,8.4
1389,2021-10-05,Sahel,24.4,34.7,47.6,62,10.1,S,1016.5,9.2
1390,2021-10-05,Sud-Ouest,19.7,31.8,0.2,84,12.3,SE,1010.2,8.7
1391,2021-10-06,Centre,20.6,34.2,7.3,71,10.6,SW,1012.4,9.1
1392,2021-10-06,Nord,24.7,34.6,0.0,67,9.1,SE,1018.5,10.2
1393,2021-10-06,Est,21.1,29.8,5.0,73,6.7,SE,1015.6,7.9
1394,2021-10-06,Sahel,24.8,34.9,0.1,61,5.8,S,1014.6,9.3
1395,2021-10-06,Sud-Ouest,20.4,30.5,8.2,83,17.8,SE,1017.1,9.2
1396,2021-10-07,Centre,22.5,30.2,0.0,72,16.8,SW,1010.0,8.9
1397,2021-10-07,Nord,24.7,35.8,1.3,67,12.2,SW,1012.7,8.0
1398,2021-10-07,Est,20.0,32.7,20.1,66,19.0,S,1014.2,9.0
1399,2021-10-07,Sahel,24.8,34.2,2.4,64,17.4,S,1015.2,8.4
1400,2021-10-07,Sud-Ouest,20.2,28.3,58.0,84,14.9,SW,1017.4,9.7
1401,2021-10-08,Centre,21.2,30.1,0.0,70,9.3,S,1010.0,9.1
1402,2021-10-08,Nord,24.0,31.8,2.4,62,5.0,SW,1017.1,8.4
1403,2021-10-08,Est,20.0,34.0,4.6,61,18.5,SE,1018.0,9.1
1404,2021-10-08,Sahel,25.0,32.5,1.8,60,20.2,SW,1013.6,10.0
1405,2021-10-08,Sud-Ouest,17.7,26.9,3.4,76,8.7,SE,1018.5,8.6
1406,2021-10-09,Centre,22.3,30.5,2.2,71,5.0,SE,1015.7,7.8
1407,2021-10-09,Nord,19.9,34.9,5.7,63,22.6,SW,1016.7,8.3
1408,2021-10-09,Est,19.7,37.0,1.9,67,7.1,SE,1016.1,7.2
1409,2021-10-09,Sahel,21.6,35.4,1.7,57,19.8,SE,1017.2,9.4
1410,2021-10-09,Sud-Ouest,18.6,29.7,4.0,81,13.2,S,1018.8,10.6
1411,2021-10-10,Centre,19.4,29.1,2.7,73,19.2,S,1017.2,9.1
1412,2021-10-10,Nord,23.1,34.8,6.1,63,14.5,SE,1017.1,7.4
1413,2021-10-10,Est,25.6,32.3,14.1,66,8.3,SE,1018.1,6.3
1414,2021-10-10,Sahel,24.2,38.0,2.6,60,12.8,SW,1018.3,9.2
1415,2021-10-10,Sud-Ouest,18.1,32.6,1.6,80,15.9,SW,1020.0,9.8
1416,2021-10-11,Centre,21.5,29.7,0.5,71,12.5,S,1016.1,7.9
1417,2021-10-11,Nord,21.9,30.6,3.1,62,11.5,SW,1014.5,8.5
1418,2021-10-11,Est,23.5,32.3,24.4,67,5.0,S,1015.3,8.2
1419,2021-10-11,Sahel,23.2,33.4,1.4,54,13.7,SW,1013.0,8.3
1420,2021-10-11,Sud-Ouest,21.0,32.8,2.2,74,13.3,SW,1013.7,10.4
1421,2021-10-12,Centre,21.1,30.0,0.9,67,5.0,S,1013.9,6.4
1422,2021-10-12,Nord,22.3,32.0,39.1,64,9.5,S,1018.1,9.7
1423,2021-10-12,Est,20.5,29.9,0.8,70,21.7,SW,1015.7,8.7
1424,2021-10-12,Sahel,22.8,36.1,4.6,59,18.4,SE,1017.6,8.9
1425,2021-10-12,Sud-Ouest,19.1,29.8,4.3,80,13.9,SE,1013.1,8.1
1426,2021-10-13,Centre,21.7,35.9,17.3,69,16.0,SW,1014.5,9.5
1427,2021-10-13,Nord,22.0,33.4,0.7,59,5.0,S,1012.6,9.4
1428,2021-10-13,Est,20.3,32.5,2.0,63,5.0,S,1018.6,8.6
1429,2021-10-13,Sahel,23.0,36.1,4.7,51,15.5,S,1011.7,7.2
1430,2021-10-13,Sud-Ouest,18.6,31.9,4.0,76,20.7,SE,1015.7,7.8
1431,2021-10-14,Centre,19.9,31.0,62.8,71,25.0,S,1012.2,9.4
1432,2021-10-14,Nord,21.3,32.6,1.1,58,17.7,SW,1013.3,10.0
1433,2021-10-14,Est,23.5,30.6,5.7,71,15.3,SW,1013.0,9.3
1434,2021-10-14,Sahel,23.1,34.9,1.3,57,23.3,S,1012.4,9.2
1435,2021-10-14,Sud-Ouest,19.5,31.8,0.0,74,25.0,SW,1014.8,8.5
1436,2021-10-15,Centre,19.0,31.6,56.8,67,16.7,SW,1012.5,7.9
1437,2021-10-15,Nord,23.7,35.3,1.7,60,7.1,S,1020.0,5.7
1438,2021-10-15,Est,19.9,34.9,0.4,64,8.7,SW,1017.5,8.9
1439,2021-10-15,Sahel,24.9,35.9,1.8,59,5.9,SE,1015.5,8.7
1440,2021-10-15,Sud-Ouest,19.0,30.1,3.1,74,11.5,S,1016.7,10.1
1441,2021-10-16,Centre,18.1,29.8,2.9,71,12.0,S,1016.5,8.8
1442,2021-10-16,Nord,22.0,31.9,0.0,61,23.9,S,1015.4,6.6
1443,2021-10-16,Est,19.9,31.9,3.7,64,21.3,S,1012.4,10.2
1444,2021-10-16,Sahel,23.9,33.8,13.3,57,15.3,SE,1012.1,9.9
1445,2021-10-16,Sud-Ouest,20.4,28.9,1.3,76,23.6,SE,1012.4,7.0
1446,2021-10-17,Centre,21.9,33.8,27.8,70,7.0,SE,1013.1,8.1
1447,2021-10-17,Nord,24.0,32.7,0.0,63,25.0,S,1018.3,9.0
1448,2021-10-17,Est,18.7,32.5,0.0,65,25.0,SW,1010.8,8.6
1449,2021-10-17,Sahel,20.6,34.7,2.4,55,8.8,S,1015.7,7.9
1450,2021-10-17,Sud-Ouest,21.0,28.2,4.7,78,21.3,S,1012.4,9.6
1451,2021-10-18,Centre,20.3,28.7,0.6,67,15.9,S,1018.1,9.7
1452,2021-10-18,Nord,22.6,34.5,0.9,61,25.0,SE,1014.5,7.4
1453,2021-10-18,Est,22.6,27.8,1.6,64,21.2,SE,1012.6,8.7
1454,2021-10-18,Sahel,23.4,32.1,0.0,55,21.7,SE,1019.8,7.5
1455,2021-10-18,Sud-Ouest,21.0,31.9,13.5,78,23.4,SW,1017.6,9.4
1456,2021-10-19,Centre,16.8,29.5,2.0,66,16.8,S,1017.4,8.1
1457,2021-10-19,Nord,23.5,35.9,46.9,60,18.3,S,1013.6,9.6
1458,2021-10-19,Est,18.0,31.6,0.1,61,5.1,S,1014.7,9.8
1459,2021-10-19,Sahel,22.4,36.3,48.8,58,14.8,SW,1011.2,9.8
1460,2021-10-19,Sud-Ouest,19.3,30.2,3.6,78,17.5,SE,1013.9,8.4
1461,2021-10-20,Centre,19.5,30.6,21.2,71,25.0,S,1015.8,8.5
1462,2021-10-20,Nord,20.6,32.9,0.0,61,5.0,SE,1014.2,9.7
1463,2021-10-20,Est,21.0,28.8,0.3,64,5.0,S,1014.0,9.8
1464,2021-10-20,Sahel,23.4,32.7,1.6,55,9.9,SW,1014.1,8.8
1465,2021-10-20,Sud-Ouest,20.9,33.1,1.8,80,6.8,SW,1014.5,9.0
1466,2021-10-21,Centre,24.2,29.3,1.2,78,18.8,SW,1017.6,7.0
1467,2021-10-21,Nord,21.9,33.5,61.5,59,5.8,S,1014.9,9.4
1468,2021-10-21,Est,18.5,33.0,60.7,62,22.8,SE,1014.1,8.9
1469,2021-10-21,Sahel,26.4,31.0,4.8,58,11.9,SE,1010.3,8.8
1470,2021-10-21,Sud-Ouest,19.3,29.7,1.8,76,22.4,SW,1011.0,7.4
